code,name,signal_date,entry_date,signal_rank,signal_close,entry_condition,buy_price,buy_exec,buy_shares,buy_cost,exit_date,exit_rank,exit_reason,sell_price,sell_exec,sell_proceed,hold_days,net_pnl,net_pnl_pct
002129,TCL中环,2025-09-25,2025-10-27,10,9.41,gap_down_open,8.82,8.82441,37700,332780.0610771,2025-10-28,286,rank_drop_below_50,8.98,8.975510000000002,337936.8372549001,2,5156.776177800086,0.015496049135604133
000988,华工科技,2025-09-25,2025-10-27,3,97.68,gap_down_open,84.0,84.042,3900,327862.12914,2025-10-28,150,rank_drop_below_50,86.63,86.586685,337249.07700705004,2,9386.947867050068,0.02863077810076003
000977,浪潮信息,2025-09-25,2025-10-27,2,76.05,gap_down_open,68.9,68.93445,4800,330984.625608,2025-10-28,177,rank_drop_below_50,68.17,68.13591500000001,326627.2238904001,2,-4357.401717599889,-0.013164967132825547
600126,杭钢股份,2025-09-24,2025-10-24,10,10.43,gap_down_open,8.86,8.864429999999999,37600,333402.55877039995,2025-10-27,699,rank_drop_below_50,9.1,9.09545,341544.334404,2,8141.775633600075,0.024420255392241807
002371,北方华创,2025-09-24,2025-10-24,9,460.68,gap_down_open,406.02,406.22300999999993,800,325075.9015223999,2025-10-27,192,rank_drop_below_50,429.1,428.88545000000005,342662.31913200003,2,17586.417609600117,0.054099419634735045
600895,张江高科,2025-09-23,2025-10-24,2,46.09,gap_down_open,44.87,44.89243499999999,7400,332303.68020569993,2025-10-27,182,rank_drop_below_50,46.04,46.016980000000004,340082.9686524,2,7779.288446700084,0.02341017843041826
002549,凯美特气,2025-09-23,2025-10-23,5,25.12,gap_down_open,25.0,25.0125,13300,332766.049875,2025-10-24,173,rank_drop_below_50,24.53,24.517735000000002,325661.96386185003,2,-7104.086013149994,-0.02134859014559498
603019,中科曙光,2025-09-22,2025-10-23,10,117.51,gap_down_open,108.5,108.55425,3000,325760.448825,2025-10-24,51,rank_drop_below_50,113.92,113.86304000000001,341145.05414400005,2,15384.605319000024,0.04722674399084188
300115,长盈精密,2025-09-22,2025-10-23,9,37.72,gap_down_open,36.2,36.2181,9200,333306.48195600003,2025-10-24,202,rank_drop_below_50,36.96,36.941520000000004,339420.16342080006,2,6113.681464800029,0.01834252196033529
002600,领益智造,2025-09-22,2025-10-22,8,15.29,gap_down_open,14.82,14.827409999999999,22400,332233.6241952,2025-10-23,189,rank_drop_below_50,14.59,14.582705,326227.9436304,2,-6005.680564799986,-0.018076678961523228
002065,东华软件,2025-09-22,2025-10-22,7,11.33,gap_down_open,9.98,9.98499,33300,332599.9170501,2025-10-23,218,rank_drop_below_50,10.19,10.184905,338716.43196255004,2,6116.514912450046,0.018390007329823557
601138,工业富联,2025-09-18,2025-10-21,8,64.36,gap_down_open,62.94,62.97147,5200,327549.8794932,2025-10-22,65,rank_drop_below_50,65.46,65.42727,339779.5156548,2,12229.636161600007,0.03733671397016618
600699,均胜电子,2025-09-17,2025-10-21,9,33.53,gap_down_open,32.5,32.51625,10200,331765.249725,2025-10-22,164,rank_drop_below_50,32.94,32.92353,335383.4399922,2,3618.1902671999997,0.010905874771993496
002097,山河智能,2025-09-19,2025-10-21,9,15.84,gap_down_open,12.8,12.8064,26000,333066.28992,2025-10-23,92,rank_drop_below_50,13.53,13.523235,351147.024657,3,18080.734736999962,0.05428569412216054
600143,金发科技,2025-09-17,2025-10-20,4,21.89,gap_down_open,19.16,19.16958,17300,331733.2241202,2025-10-21,247,rank_drop_below_50,19.6,19.590200000000003,338469.8764020001,2,6736.65228180011,0.020307439207111665
000737,北方铜业,2025-09-17,2025-10-20,8,15.25,rise2_trigger,15.555,15.5627775,21400,333143.35153155,2025-10-21,381,rank_drop_below_50,15.92,15.912040000000001,340074.9830472,2,6931.63151565002,0.020806753260371062
002195,岩山科技,2025-09-16,2025-10-20,10,8.82,gap_down_open,7.14,7.1435699999999995,46600,332990.22910859995,2025-10-21,215,rank_drop_below_50,7.35,7.346325,341893.7046315,2,8903.475522900058,0.026737948277744564
600977,中国电影,2025-09-15,2025-10-17,10,21.18,gap_down_open,13.5,13.506749999999998,24600,332365.72981499997,2025-10-20,915,rank_drop_below_50,13.45,13.443275,330274.6490655,2,-2091.080749499961,-0.0062915052964813475
600171,上海贝岭,2025-09-15,2025-10-16,3,38.93,gap_down_open,35.4,35.417699999999996,9400,333026.25791399996,2025-10-17,509,rank_drop_below_50,33.91,33.893045,318180.4499901,2,-14845.807923899963,-0.04457849064782668
300750,宁德时代,2025-09-15,2025-10-15,6,354.7,rise2_trigger,361.794,361.97489699999994,900,325875.14052218996,2025-10-16,146,rank_drop_below_50,368.5,368.31575000000004,331053.24557250005,2,5178.105050310085,0.015889843705207362
300661,圣邦股份,2025-09-15,2025-10-14,8,87.42,gap_down_open,87.21,87.253605,3800,331663.16810969997,2025-10-15,541,rank_drop_below_50,81.7,81.65915000000001,309901.37379900005,2,-21761.794310699916,-0.06561414230808423
600111,北方稀土,2025-09-12,2025-10-13,10,53.59,rise2_trigger,54.66180000000001,54.6891309,6000,328233.22583562,2025-10-20,78,rank_drop_below_50,52.22,52.19389,312756.227658,6,-15476.99817762,-0.047152442103380834
600103,青山纸业,2025-09-12,2025-10-13,5,4.18,gap_down_open,3.39,3.391695,98200,333164.36833469995,2025-10-14,121,rank_drop_below_50,3.63,3.628185,355824.5929029,2,22660.224568200065,0.06801515024390423
300252,金信诺,2025-09-11,2025-10-10,8,14.4,gap_down_open,14.18,14.18709,23400,332077.4993718,2025-10-13,1010,rank_drop_below_50,13.73,13.723135000000001,320703.90123330004,2,-11373.598138499947,-0.0342498307172744
600050,中国联通,2025-09-10,2025-10-10,8,5.65,gap_down_open,5.45,5.452725,61100,333261.44594925,2025-10-13,381,rank_drop_below_50,5.42,5.41729,330566.1236553,2,-2695.322293950012,-0.008087711095031567
002467,二六三,2025-09-10,2025-10-09,5,7.32,gap_down_open,6.4,6.4032,52000,333066.28992,2025-10-10,978,rank_drop_below_50,6.34,6.33683,329086.790292,2,-3979.4996280000196,-0.01194807084486354
002131,利欧股份,2025-09-10,2025-10-09,1,5.96,gap_down_open,5.71,5.712854999999999,58300,333159.36433395,2025-10-10,113,rank_drop_below_50,5.8,5.7971,337531.567791,2,4372.2034570500255,0.013123459596553456
600118,中国卫星,2025-09-08,2025-09-30,4,36.21,gap_down_open,35.76,35.777879999999996,9300,332834.1042852,2025-10-09,490,rank_drop_below_50,37.29,37.271355,346172.99081805,2,13338.886532849981,0.04007668192986651
002617,露笑科技,2025-09-08,2025-09-29,6,9.73,gap_down_open,9.39,9.394695,35400,332671.9746609,2025-09-30,258,rank_drop_below_50,9.28,9.27536,327920.89193279995,2,-4751.0827281000675,-0.014281583932469671
002176,江特电机,2025-09-08,2025-09-26,10,9.91,gap_down_open,9.68,9.68484,34400,333258.44354879996,2025-09-29,402,rank_drop_below_50,9.8,9.795100000000001,336513.4031280001,2,3254.9595792001346,0.009767073099600256
002407,多氟多,2025-09-08,2025-09-26,8,16.71,gap_down_open,16.55,16.558275,20100,332921.17389825,2025-10-09,137,rank_drop_below_50,20.37,20.359815,408700.27953405003,4,75779.10563580005,0.2276187625691848
300476,胜宏科技,2025-09-05,2025-09-25,3,295.8,rise2_trigger,301.716,301.866858,1100,332153.15986313997,2025-09-26,55,rank_drop_below_50,285.4,285.2573,313375.11206099996,2,-18778.047802140005,-0.05653430426456666
300014,亿纬锂能,2025-09-05,2025-09-25,9,77.76,gap_down_open,76.04,76.07802,4300,327233.62664579996,2025-09-26,157,rank_drop_below_50,77.27,77.231365,331663.14616964996,2,4429.519523850002,0.013536260222561252
002074,国轩高科,2025-09-05,2025-09-24,8,44.03,gap_down_open,43.88,43.90194,7500,329363.32936500007,2025-09-25,64,rank_drop_below_50,46.24,46.21688,346175.98542000004,2,16812.65605499997,0.05104592574836467
002115,三维通信,2025-09-04,2025-09-24,7,12.0,gap_down_open,10.95,10.955474999999998,30400,333146.35393199994,2025-09-25,363,rank_drop_below_50,11.01,11.004495,334101.7503576,2,955.3964256000472,0.0028677979342228
000564,供销大集,2025-09-04,2025-09-23,9,2.77,gap_down_open,2.71,2.7113549999999997,122900,333325.49715884996,2025-09-24,251,rank_drop_below_50,2.63,2.628685,322645.40149754996,2,-10680.095661300002,-0.03204104022144542
002547,春兴精工,2025-09-03,2025-09-23,8,5.56,rise2_trigger,5.6712,5.6740356,58700,333165.809486916,2025-09-24,479,rank_drop_below_50,5.52,5.51724,323440.9674156,2,-9724.842071315972,-0.02918919587304736
601099,太平洋,2025-09-02,2025-09-22,9,4.73,gap_down_open,4.68,4.682339999999999,71100,333014.24831219995,2025-09-23,325,rank_drop_below_50,4.53,4.527735000000001,321503.4599539501,2,-11510.788358249876,-0.03456545302968101
600410,华胜天成,2025-09-02,2025-09-22,7,23.87,gap_down_open,21.51,21.520755,15400,331519.05288810004,2025-09-23,99,rank_drop_below_50,20.18,20.16991,310212.8124018,2,-21306.240486300027,-0.06426852484249727
603881,数据港,2025-09-01,2025-09-19,6,36.64,gap_down_open,35.78,35.79789,9300,333020.2531131,2025-09-22,120,rank_drop_below_50,37.15,37.131425,344873.33357175003,2,11853.080458650016,0.03559267146020841
300324,旋极信息,2025-09-01,2025-09-18,8,7.72,gap_down_open,7.42,7.42371,44900,333424.5763737,2025-09-19,186,rank_drop_below_50,7.5,7.496250000000001,336144.0688875001,2,2719.492513800098,0.00815624493964149
300308,中际旭创,2025-09-01,2025-09-17,10,405.7,gap_down_open,404.6,404.8023,800,323938.99255200004,2025-09-18,72,rank_drop_below_50,409.0,408.7955,326611.25268000003,2,2672.2601279999944,0.008249269737328802
601606,长城军工,2025-08-29,2025-09-16,6,69.17,gap_down_open,48.98,49.00449,6800,333330.5011596,2025-09-17,227,rank_drop_below_50,47.07,47.046465000000005,319500.07124940003,2,-13830.42991019995,-0.04149164226521798
601138,工业富联,2025-08-29,2025-09-04,1,53.83,rise2_trigger,54.9066,54.934053299999995,6000,329703.20109594,2025-09-16,58,rank_drop_below_50,59.73,59.700135,357735.148947,9,28031.94785105996,0.08502176429552763
300750,宁德时代,2025-08-29,2025-09-03,7,306.18,gap_down_open,303.5,303.65175,1000,303742.845525,2025-09-04,100,rank_drop_below_50,304.03,303.87798499999997,303482.9436195,2,-259.901905500039,-0.0008556642875021969
300476,胜宏科技,2025-08-28,2025-09-02,10,259.0,rise2_trigger,264.18,264.31209,1200,317269.66035240004,2025-09-03,89,rank_drop_below_50,270.31,270.174845,323788.3412418,2,6518.680889399955,0.020546184221206274
002611,东方精工,2025-08-25,2025-09-01,10,20.22,gap_down_open,18.7,18.709349999999997,17800,333126.3379289999,2025-09-02,239,rank_drop_below_50,17.89,17.881055,317869.0113873,2,-15257.326541699935,-0.04580042105512464
300418,昆仑万维,2025-08-22,2025-08-29,9,44.38,gap_down_open,41.11,41.130554999999994,8100,333257.44274865,2025-09-01,359,rank_drop_below_50,41.67,41.649165,336919.6707925501,2,3662.2280439001042,0.01098918605896594
601929,吉视传媒,2025-08-21,2025-08-28,1,3.96,rise2_trigger,4.0392,4.0412196,82400,333096.393988512,2025-09-22,59,rank_drop_below_50,4.3,4.29785,353682.45430800004,18,20586.060319488053,0.06180211101354053
603123,翠微股份,2025-08-21,2025-08-28,10,15.37,gap_down_open,14.03,14.037014999999998,23700,332777.05867665,2025-08-29,693,rank_drop_below_50,14.13,14.122935000000002,334278.43187265005,2,1501.3731960000587,0.004511648735554515
300766,每日互动,2025-08-21,2025-08-27,9,47.98,rise2_trigger,48.9396,48.9640698,6800,333055.561342392,2025-08-28,424,rank_drop_below_50,45.1,45.077450000000006,306128.17534200003,2,-26927.38600039197,-0.08084953120692596
300352,北信源,2025-08-21,2025-08-27,3,7.57,gap_down_open,7.13,7.133565,46700,333237.42674565,2025-08-28,587,rank_drop_below_50,6.74,6.736630000000001,314191.6401927,2,-19045.786552949983,-0.05715380393777633
002177,御银股份,2025-08-21,2025-08-26,4,9.09,rise2_trigger,9.2718,9.276435900000001,35900,333123.95602464303,2025-08-27,91,rank_drop_below_50,8.41,8.405795000000001,301375.74204735004,2,-31748.213977292995,-0.09530450573462931
600703,三安光电,2025-08-20,2025-08-26,4,14.43,rise2_trigger,14.7186,14.7259593,22600,332906.52218405396,2025-08-27,131,rank_drop_below_50,15.35,15.342325,346285.7874915,2,13379.265307446069,0.04018925558943864
000536,华映科技,2025-08-20,2025-08-25,9,5.57,rise2_trigger,5.6814,5.684240699999999,58600,333196.43397150596,2025-08-26,75,rank_drop_below_50,5.93,5.927035,346872.7294737,2,13676.295502194029,0.041045743915025176
601138,工业富联,2025-08-19,2025-08-22,2,48.91,gap_down_open,44.5,44.52225,7400,329563.48939500004,2025-08-26,51,rank_drop_below_50,45.48,45.45726,335946.4251588,3,6382.935763799935,0.019367848591230426
600839,四川长虹,2025-08-19,2025-08-21,1,11.67,rise2_trigger,11.9034,11.909351699999998,27900,332370.593703729,2025-08-25,67,rank_drop_below_50,12.0,11.994,334197.57761999994,3,1826.983916270954,0.005496827790666417
002600,领益智造,2025-08-18,2025-08-19,10,11.11,rise2_trigger,11.3322,11.3378661,29300,332299.136573019,2025-08-22,56,rank_drop_below_50,12.31,12.303845,360034.00504395005,4,27734.868470931076,0.08346355863863839
002837,英维克,2025-08-18,2025-08-19,9,70.2,gap_down_open,69.0,69.0345,4800,331465.00967999996,2025-08-21,56,rank_drop_below_50,64.6,64.5677,309522.05755200004,3,-21942.952127999917,-0.06619990492867978
300803,指南针,2025-08-15,2025-08-18,3,109.87,rise2_trigger,112.0674,112.1234337,2900,325255.505117319,2025-08-19,95,rank_drop_below_50,126.55,126.486725,366334.64754675,2,41079.14242943103,0.12629806961949458
300059,东方财富,2025-08-15,2025-08-18,1,26.76,rise2_trigger,27.2952,27.3088476,12200,333267.89110221603,2025-10-20,51,rank_drop_below_50,25.02,25.00749,304694.75920860004,40,-28573.131893615995,-0.08573622799098993
601162,天风证券,2025-08-15,2025-08-18,4,5.54,rise2_trigger,5.6508,5.6536254,58900,333098.435620818,2025-08-19,96,rank_drop_below_50,5.63,5.627185,331010.32294455,2,-2088.112676267978,-0.006268755577840591
000901,航天科技,2025-08-11,2025-08-12,5,18.65,rise2_trigger,19.023,19.0325115,17500,333168.871935375,2025-08-18,104,rank_drop_below_50,20.7,20.68965,361598.1854625,5,28429.31352712505,0.08533004107490422
002046,国机精工,2025-08-08,2025-08-11,9,31.05,rise2_trigger,31.671000000000003,31.6868355,10500,332811.58628182503,2025-08-12,97,rank_drop_below_50,31.35,31.334325000000003,328582.69896375004,2,-4228.887318074994,-0.012706550770422908
002017,东信和平,2025-08-05,2025-08-06,4,27.16,rise2_trigger,27.7032,27.717051599999998,12000,332704.40058575995,2025-08-11,113,rank_drop_below_50,29.16,29.14542,349290.371448,4,16585.970862240065,0.04985197320215415
000558,天府文旅,2025-07-30,2025-07-31,10,6.59,rise2_trigger,6.7218,6.7251609,49500,332995.333189365,2025-08-06,51,rank_drop_below_50,6.62,6.61669,327100.3709985,5,-5894.962190865015,-0.01770283725721981
002017,东信和平,2025-07-28,2025-07-29,7,27.26,gap_down_open,26.89,26.903444999999998,12300,331011.64721205,2025-07-31,67,rank_drop_below_50,24.85,24.837575,305105.01967575,3,-25906.627536299988,-0.07826500292209929
300781,因赛集团,2025-07-25,2025-07-28,10,44.95,gap_down_open,44.88,44.90244,7400,332377.7394168,2025-07-29,146,rank_drop_below_50,45.7,45.677150000000005,337571.49581700005,2,5193.756400200073,0.01562606572062616
002097,山河智能,2025-07-25,2025-07-28,4,11.01,rise2_trigger,11.2302,11.2358151,29600,332679.900998088,2025-08-18,59,rank_drop_below_50,18.8,18.7906,555478.697712,16,222798.796713912,0.6697092191186881
000657,中钨高新,2025-07-24,2025-07-25,8,17.8,rise2_trigger,18.156000000000002,18.165078,18300,332520.65367822006,2025-07-28,66,rank_drop_below_50,18.01,18.000995000000003,328989.96482895006,2,-3530.6888492699945,-0.010617953532253786
002497,雅化集团,2025-07-23,2025-07-24,8,15.5,gap_down_open,14.73,14.737365,22600,333164.3683347,2025-07-28,70,rank_drop_below_50,15.75,15.742125000000001,355309.5213675,3,22145.153032800008,0.06646915197891985
002266,浙富控股,2025-07-23,2025-07-24,10,4.47,rise2_trigger,4.5594,4.5616797,73000,333102.51888543,2025-07-25,92,rank_drop_below_50,4.0,3.998,291474.5898,2,-41627.92908542999,-0.12497032212400604
000528,柳    工,2025-07-22,2025-07-23,10,11.96,rise2_trigger,12.199200000000001,12.2052996,27300,333304.64048372395,2025-07-24,140,rank_drop_below_50,11.57,11.564215,315292.65550965007,2,-18011.984974073886,-0.054040606659220676
600580,卧龙电驱,2025-07-21,2025-07-22,8,23.11,rise2_trigger,23.5722,23.583986099999997,14100,332633.964271203,2025-07-24,89,rank_drop_below_50,23.97,23.958015,337368.86108505004,3,4734.896813847066,0.014234556065918188
300718,长盛轴承,2025-07-21,2025-07-22,9,95.11,rise2_trigger,97.0122,97.0607061,3400,330105.402660222,2025-07-23,173,rank_drop_below_50,93.36,93.31332,316852.8431256,2,-13252.559534622007,-0.04014644846107801
002167,东方锆业,2025-07-18,2025-07-21,6,11.86,rise2_trigger,12.097199999999999,12.103248599999999,27500,332939.18830095,2025-07-22,260,rank_drop_below_50,12.5,12.49375,343131.4734375,2,10192.285136550025,0.03061305335837194
000617,中油资本,2025-07-18,2025-07-21,8,9.74,gap_down_open,9.48,9.48474,35100,333014.2483122,2025-07-22,222,rank_drop_below_50,9.23,9.225385000000001,323390.05918245006,2,-9624.189129749953,-0.028900232282936134
000158,常山北明,2025-07-17,2025-07-18,1,24.26,gap_down_open,24.0,24.012,13800,331465.00968,2025-07-21,133,rank_drop_below_50,24.13,24.117935,332394.8272461,2,929.8175660999841,0.0028051756262226298
002017,东信和平,2025-07-16,2025-07-17,7,18.24,rise2_trigger,18.604799999999997,18.614102399999997,17900,333292.3906898879,2025-07-18,66,rank_drop_below_50,18.48,18.470760000000002,330196.78941480006,2,-3095.601275087858,-0.009287944644281308
000514,渝 开 发,2025-07-15,2025-07-16,7,7.01,gap_down_open,6.96,6.96348,47800,332954.2003032,2025-07-17,201,rank_drop_below_50,6.59,6.586705,314435.2011513,2,-18518.999151900003,-0.05562025988870523
000678,襄阳轴承,2025-07-14,2025-07-15,2,16.72,rise2_trigger,17.054399999999998,17.062927199999997,19500,332826.8985241199,2025-07-16,74,rank_drop_below_50,17.06,17.05147,332071.41023549996,2,-755.488288619963,-0.002269913555575235
000831,中国稀土,2025-07-11,2025-07-14,10,40.73,rise2_trigger,41.544599999999996,41.56537229999999,8000,332622.73529352,2025-07-15,203,rank_drop_below_50,37.77,37.751115000000006,301616.30840400007,2,-31006.426889519906,-0.09321800225759842
000617,中油资本,2025-07-08,2025-07-09,2,8.65,rise2_trigger,8.823,8.8274115,37700,332893.251574065,2025-07-14,94,rank_drop_below_50,9.21,9.205395000000001,346592.23509105,4,13698.983516984968,0.04115128033449215
000601,韶能股份,2025-07-07,2025-07-08,5,6.12,rise2_trigger,6.2424,6.2455212,53300,332986.145843988,2025-07-09,92,rank_drop_below_50,6.45,6.446775000000001,343166.41046025004,2,10180.264616262051,0.030572637160201102
000670,盈方微,2025-07-04,2025-07-07,3,8.33,gap_down_open,7.85,7.853924999999999,42400,333106.321926,2025-07-08,151,rank_drop_below_50,7.91,7.906045000000001,334780.52679960005,2,1674.2048736000434,0.0050260375243552724
001298,好上好,2025-07-03,2025-07-04,4,38.68,gap_down_open,36.75,36.768375,9000,331014.6496125,2025-07-07,86,rank_drop_below_50,33.02,33.003490000000006,296645.269167,2,-34369.38044549996,-0.10383039084745718
000737,北方铜业,2025-07-02,2025-07-03,6,12.31,rise2_trigger,12.5562,12.5624781,26500,333005.541350895,2025-07-04,64,rank_drop_below_50,11.34,11.334330000000001,299969.2773315,2,-33036.26401939499,-0.09920634919580505
002165,红 宝 丽,2025-07-01,2025-07-02,3,10.11,rise2_trigger,10.312199999999999,10.317356099999998,32300,333350.5772106089,2025-07-03,93,rank_drop_below_50,10.1,10.09495,325642.99804950005,2,-7707.579161108879,-0.023121541368261306
000519,中兵红箭,2025-06-30,2025-07-01,8,21.89,rise2_trigger,22.3278,22.3389639,14900,332950.417278633,2025-07-02,95,rank_drop_below_50,21.25,21.239375000000003,316055.28080625006,2,-16895.136472382932,-0.050743701150685334
002104,恒宝股份,2025-06-26,2025-06-27,6,17.41,rise2_trigger,17.758200000000002,17.7670791,18700,332344.05248375103,2025-07-21,77,rank_drop_below_50,21.44,21.429280000000002,400206.5902032,17,67862.53771944897,0.20419362769480254
300059,东方财富,2025-06-25,2025-06-26,1,24.0,gap_down_open,23.52,23.53176,14100,331897.3553448,2025-07-01,63,rank_drop_below_50,22.88,22.86856,322027.5152952,4,-9869.840049599996,-0.029737627886026578
002074,国轩高科,2025-06-24,2025-06-25,1,30.43,rise2_trigger,31.0386,31.054119299999996,10700,332378.760232953,2025-06-27,61,rank_drop_below_50,32.21,32.193895000000005,344026.85942055006,3,11648.09918759705,0.03504465561949052
002017,东信和平,2025-06-24,2025-06-25,10,17.77,gap_down_open,17.09,17.098544999999998,19400,331811.2865319,2025-06-26,108,rank_drop_below_50,16.53,16.521735000000003,320104.9808433,2,-11706.305688599998,-0.03528001054742472
002235,安妮股份,2025-06-20,2025-06-23,3,9.03,rise2_trigger,9.2106,9.2152053,36100,332768.712003399,2025-06-25,70,rank_drop_below_50,9.42,9.41529,339450.10944030003,3,6681.397436901054,0.020078202054142662
002017,东信和平,2025-06-17,2025-06-18,6,14.6,gap_down_open,14.32,14.32716,23200,332489.8290336,2025-06-23,59,rank_drop_below_50,16.15,16.141925,374005.81954200007,4,41515.99050840008,0.12486394133940455
300251,光线传媒,2025-06-16,2025-06-17,1,22.1,rise2_trigger,22.542,22.553271,14700,331632.54362510995,2025-06-18,101,rank_drop_below_50,20.4,20.3898,299340.410922,2,-32292.132703109935,-0.09737323228330146
300468,四方精创,2025-06-16,2025-06-17,2,36.68,gap_down_open,36.16,36.178079999999994,9200,332938.18750079995,2025-06-25,56,rank_drop_below_50,45.6,45.577200000000005,418765.13668800006,7,85826.94918720011,0.25778643727071376
002190,成飞集成,2025-06-13,2025-06-16,2,36.72,gap_down_open,36.36,36.37818,9100,331140.7504314,2025-06-17,96,rank_drop_below_50,37.0,36.981500000000004,336094.158855,2,4953.408423599962,0.014958619309604187
002734,利民股份,2025-06-11,2025-06-12,2,22.61,rise2_trigger,23.0622,23.0737311,14400,332361.406358352,2025-06-17,91,rank_drop_below_50,22.49,22.478755,323273.2697064,4,-9088.136651951994,-0.02734413947614955
002298,中电鑫龙,2025-06-10,2025-06-11,6,8.45,gap_down_open,8.21,8.214105,40500,332771.05387575,2025-06-12,99,rank_drop_below_50,7.23,7.2263850000000005,292288.12332975003,2,-40482.93054599996,-0.12165400227723974
600468,百利电气,2025-05-30,2025-06-03,1,7.01,gap_down_open,7.0,7.0035,47500,332766.049875,2025-06-16,76,rank_drop_below_50,8.13,8.125935000000002,385480.1360137501,10,52714.08613875008,0.15841185168544553
002639,雪人集团,2025-05-30,2025-06-03,2,11.67,gap_down_open,11.33,11.335664999999999,29400,333368.53156529996,2025-06-11,61,rank_drop_below_50,11.23,11.224385000000002,329567.92300530005,7,-3800.608559999906,-0.011400621834804002
002094,青岛金王,2025-05-29,2025-05-30,5,9.79,rise2_trigger,9.9858,9.990792899999999,33300,332793.211591071,2025-06-03,69,rank_drop_below_50,9.88,9.875060000000001,328412.0066526,2,-4381.204938470968,-0.013164946837480858
002342,巨力索具,2025-05-28,2025-05-29,10,5.59,rise2_trigger,5.7017999999999995,5.704650899999999,58400,333251.55804376793,2025-05-30,57,rank_drop_below_50,5.88,5.87706,342774.1176048,2,9522.559561032045,0.02857468879344711
002365,永安药业,2025-05-28,2025-05-29,4,24.53,gap_down_open,23.93,23.941965,13900,332893.15149405,2025-06-03,103,rank_drop_below_50,20.41,20.399795,283188.52620435,3,-49704.625289699994,-0.14931104790417532
600105,永鼎股份,2025-05-26,2025-05-27,6,8.28,gap_down_open,8.22,8.22411,40500,333176.37793649995,2025-05-29,136,rank_drop_below_50,8.65,8.645675,349694.64271125,3,16518.264774750045,0.04957813899369018
002882,金龙羽,2025-05-23,2025-05-26,8,23.04,gap_down_open,21.7,21.710849999999997,15300,332275.65780149994,2025-05-29,109,rank_drop_below_50,23.05,23.038475000000002,352030.43223225005,4,19754.774430750113,0.05945296914452738
002229,鸿博股份,2025-05-22,2025-05-23,10,15.98,gap_down_open,15.8,15.8079,21000,332065.48977000004,2025-05-27,58,rank_drop_below_50,16.64,16.631680000000003,348811.2351360001,3,16745.745366000046,0.050429044516485964
002040,南 京 港,2025-05-21,2025-05-22,6,13.09,gap_down_open,11.77,11.775884999999999,28300,333357.52276364993,2025-05-26,66,rank_drop_below_50,11.36,11.35432,320909.5305672,3,-12447.992196449952,-0.03734126679743646
002074,国轩高科,2025-05-21,2025-05-22,1,26.55,rise2_trigger,27.081,27.094540499999997,12300,333362.82700444496,2025-05-23,70,rank_drop_below_50,25.15,25.137425,308788.38007425005,2,-24574.446930194914,-0.073716818251806
002292,奥飞娱乐,2025-05-20,2025-05-21,9,9.77,rise2_trigger,9.965399999999999,9.970382699999998,33400,333110.6854146539,2025-05-22,62,rank_drop_below_50,10.14,10.13493,338066.60333939997,2,4955.917924746056,0.014877691235202987
002123,梦网科技,2025-05-20,2025-05-21,7,15.9,rise2_trigger,16.218,16.226108999999997,20500,332735.02507035,2025-05-22,97,rank_drop_below_50,15.5,15.49225,317178.2565375,2,-15556.768532849965,-0.046754225917637636
002389,航天彩虹,2025-05-19,2025-05-20,4,21.63,rise2_trigger,22.0626,22.0736313,15100,333411.826179789,2025-05-21,249,rank_drop_below_50,20.59,20.579705,310349.56589085003,2,-23062.260288938938,-0.06917049270022847
002165,红 宝 丽,2025-04-01,2025-04-02,6,6.66,gap_down_open,6.11,6.113055,54500,333261.44594925,2025-05-20,73,rank_drop_below_50,11.59,11.584205,630518.43157575,31,297256.9856265,0.8919633196087348
300687,赛意信息,2025-03-31,2025-04-01,9,32.58,gap_down_open,31.03,31.045514999999998,10700,332286.66660314996,2025-04-02,331,rank_drop_below_50,31.01,30.994495000000004,331209.9630745501,2,-1076.7035285998718,-0.003240285081573192
002342,巨力索具,2025-03-28,2025-03-31,9,6.65,gap_down_open,6.32,6.32316,52700,333330.5011596,2025-04-01,64,rank_drop_below_50,5.39,5.387305,283541.88923444995,2,-49788.611925150035,-0.1493671048762233
000837,秦川机床,2025-03-26,2025-03-27,7,13.65,gap_down_open,13.64,13.64682,24400,333082.3027224,2025-03-31,76,rank_drop_below_50,13.97,13.963015000000002,340254.6591642001,3,7172.356441800075,0.0215332858671201
002261,拓维信息,2025-03-20,2025-03-21,9,35.2,gap_down_open,34.43,34.447215,9600,330792.4719792,2025-03-24,58,rank_drop_below_50,30.41,30.394795000000002,291410.7049584,2,-39381.767020800035,-0.11905279096942789
000815,美利云,2025-03-18,2025-03-19,10,16.74,rise2_trigger,17.0748,17.083337399999998,19500,333225.01682379,2025-03-20,131,rank_drop_below_50,15.48,15.472260000000002,301316.8482090001,2,-31908.1686147899,-0.09575562158846855
000678,襄阳轴承,2025-03-17,2025-03-18,2,14.2,rise2_trigger,14.484,14.491242,23000,333398.55556979997,2025-03-27,74,rank_drop_below_50,12.44,12.43378,285605.169978,8,-47793.385591799975,-0.14335210754023198
002896,中大力德,2025-03-17,2025-03-18,5,83.23,rise2_trigger,84.89460000000001,84.9370473,3900,331353.860815341,2025-03-19,88,rank_drop_below_50,82.99,82.948505,323078.62057965,2,-8275.240235691017,-0.024974026906850185
