code,name,signal_date,entry_date,signal_rank,signal_close,entry_condition,buy_price,buy_exec,buy_shares,buy_cost,exit_date,exit_rank,exit_reason,sell_price,sell_exec,sell_proceed,hold_days,net_pnl,net_pnl_pct
920091,大鹏工业,2025-11-21,2025-12-09,1,118.0,gap_down_open,50.52,50.54526,6500,328642.753257,2025-12-10,1679,rank_drop_below_50,54.19,54.162905,351601.20595275,2,22958.45269574999,0.0698583871642421
300094,国联水产,2025-11-19,2025-12-08,2,5.38,gap_down_open,4.1,4.102049999999999,81200,333186.38593799993,2025-12-09,622,rank_drop_below_50,4.1,4.09795,332320.96039799997,2,-865.4255399999674,-0.002597421673048213
002407,多氟多,2025-11-19,2025-12-08,5,38.02,gap_down_open,29.64,29.654819999999997,11200,332233.6241952,2025-12-09,216,rank_drop_below_50,31.59,31.574205000000003,353171.3755752,2,20937.75138000003,0.0630211690063565
002213,大为股份,2025-11-19,2025-12-08,6,33.31,gap_down_open,26.65,26.663324999999997,12500,333391.5499687499,2025-12-09,591,rank_drop_below_50,27.54,27.52623,343630.57376249996,2,10239.023793750035,0.03071170758439972
000798,中水渔业,2025-11-19,2025-12-05,7,12.47,gap_down_open,11.07,11.075535,30000,332365.72981499997,2025-12-08,447,rank_drop_below_50,11.65,11.644175,348871.12717500003,2,16505.39736000006,0.04966034665844528
600756,浪潮软件,2025-11-18,2025-12-05,4,21.66,gap_down_open,18.85,18.859425,17600,332025.457764,2025-12-08,482,rank_drop_below_50,19.58,19.57021,343987.9295952,2,11962.471831200004,0.03602877897303524
300058,蓝色光标,2025-11-18,2025-12-05,6,9.69,gap_down_open,9.2,9.2046,36200,333306.481956,2025-12-08,106,rank_drop_below_50,9.57,9.565215,345810.6439821,2,12504.162026100035,0.03751550810749225
002131,利欧股份,2025-11-18,2025-12-04,5,5.48,gap_down_open,4.93,4.932465,67500,333041.26991624996,2025-12-05,230,rank_drop_below_50,4.98,4.9775100000000005,335545.1484975,2,2503.878581250028,0.007518223137569947
000681,视觉中国,2025-11-18,2025-12-04,7,23.66,gap_down_open,22.88,22.89144,14500,332025.457764,2025-12-05,525,rank_drop_below_50,22.5,22.48875,325662.9620625,2,-6362.495701499982,-0.019162674285121754
601606,长城军工,2025-11-17,2025-12-04,6,53.55,gap_down_open,49.0,49.024499999999996,6700,328562.68924499996,2025-12-05,225,rank_drop_below_50,49.86,49.83507,333460.90554029995,2,4898.216295299993,0.01490801133432266
600410,华胜天成,2025-11-17,2025-12-03,2,19.42,gap_down_open,18.93,18.939465,17500,331540.0696912499,2025-12-04,232,rank_drop_below_50,18.14,18.130930000000003,316878.7963425,2,-14661.273348749906,-0.04422172367401433
600157,永泰能源,2025-11-14,2025-12-03,6,1.79,gap_down_open,1.65,1.6508249999999998,201900,333401.55797024997,2025-12-04,368,rank_drop_below_50,1.61,1.6091950000000002,324474.1050883501,2,-8927.452881899895,-0.026776878117337737
002309,中利集团,2025-11-12,2025-12-02,6,3.84,gap_down_open,3.17,3.171585,105000,333116.3299275,2025-12-03,973,rank_drop_below_50,3.25,3.2483750000000002,340635.97181250004,2,7519.641885000048,0.022573621313120962
