fetch_time,date,kind,code,name,value,latest_price,source
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600584,长电科技,44.0,42.03,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002463,沪电股份,44.0,84.3,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601696,中银证券,43.0,12.71,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300124,汇川技术,43.0,68.75,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600610,中毅达,43.0,9.78,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002739,万达电影,43.0,9.58,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600362,江西铜业,43.0,45.0,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300260,新莱应材,43.0,48.55,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300364,中文在线,42.0,25.82,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000786,北新建材,42.0,25.45,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600895,张江高科,42.0,36.0,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600079,ST人福,41.0,18.68,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603049,中策橡胶,41.0,47.91,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002032,苏泊尔,41.0,44.57,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002195,岩山科技,41.0,9.35,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300803,指南针,41.0,101.4,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000062,深圳华强,41.0,25.73,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300113,顺网科技,41.0,27.61,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002413,雷科防务,40.0,12.79,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600343,航天动力,40.0,30.5,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002465,海格通信,40.0,14.9,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ001270,*ST铖昌,40.0,108.07,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002428,云南锗业,39.0,43.46,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300436,广生堂,39.0,103.18,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603466,风语筑,39.0,9.41,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600547,山东黄金,39.0,39.69,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600406,国电南瑞,39.0,27.4,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000725,京东方A,39.0,4.08,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000628,高新发展,39.0,50.08,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300244,迪安诊断,39.0,18.6,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002759,天际股份,39.0,32.55,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002151,北斗星通,38.0,41.18,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002230,科大讯飞,38.0,49.06,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002648,卫星化学,38.0,25.65,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002130,沃尔核材,38.0,24.61,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300014,亿纬锂能,38.0,70.8,xueqiu_akshare
